OBJECTID,STREET_DIR,L_LADD,L_LSRC,L_HADD,L_HSRC,R_LADD,R_LSRC,R_HADD,R_HSRC,L_POSTAL,R_POSTAL,STREET_CLA,ONEWAY,ONEWAY_DIR,DATA_ADD1,DATE_EDIT,COMMENTS,WIDTH,GGM_ID,STATUS,CHECK_,SECT_NO,SECT_OLD,ROAD_NAME_ID,SEGMENT_ID,STREET_NAME,STREET_TYPE,STREET_DIR_PREFIX,STREET_TYPE_PREFIX,ALIAS_ST_D,JURISDICTION,FULL_STREET_NAME,ROUTE,L_MUNC_ID,R_MUNC_ID,L_MUNC_FULL,R_MUNC_FULL,END_DATE,ENG_CLASS,SPEED_LIMIT,HEIGHT_LIMIT,PLAN_CLASS,WEIGHT_LIMIT,PLOW_PR,ENTRY_UID,ENTRY_WHEN,GISID,DATA_ADD,TOP_ALIAS,GLOBALID,PARENTID,NUM_PASSES,WINTER_ZON,ResurfacingStage,SHAPESTLength
177,, ,K, ,K, ,K, ,K, , ,5,,,19981030,19990510, ,0, , ,0,3435, ,639,8941,LANE 122,,,,,M,LANE 122,LANE 122,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:22:56+00,3435,1970/01/01 00:00:00+00,,{A19319E4-7C5B-4A00-9687-EE4500F7A1BB},,2,P23,,105.722272412218
178,, ,K, ,K, ,K, ,K, , ,5,,,19981030,19990510, ,0, , ,0,3436, ,630,8942,LANE 113,,,,,M,LANE 113,LANE 113,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:22:56+00,3436,1970/01/01 00:00:00+00,,{76DB178A-5E21-427E-AFCF-3106BD3A93FC},,2,P23,,131.313162910613
179,,0,K,0,K,0,K,0,K, , ,U,,,19981030,20010308,Orion 2001 Modifications,0, , ,0,3437, ,463,8943,GREENFIELD,DR,,,,M,GREENFIELD DR,GREENFIELD DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:28+00,3437,1970/01/01 00:00:00+00,,{63CA4164-AECF-4497-A168-415FA9EAA86B},,2,P23,,40.0366357471412
180,,0,K,0,K,0,K,0,K, , ,U,,,19981030,20010308,Orion 2001 Modifications,0, , ,0,3438, ,463,8944,GREENFIELD,DR,,,,M,GREENFIELD DR,GREENFIELD DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:31:00+00,3438,1970/01/01 00:00:00+00,,{0E6EC806-4113-4797-A78B-137F7C7334A5},,2,P23,,43.8159587939435
181,, ,K, ,K, ,K, ,K, , ,5,,,19981030,19990510, ,0, , ,0,3439, ,631,8945,LANE 114,,,,,M,LANE 114,LANE 114,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:22:57+00,3439,1970/01/01 00:00:00+00,,{6B5F841A-C580-43F9-AB0B-03E7A5030EA0},,2,P23,,150.281746191119
182,,97,K,123,K,98,K,124,K, , ,U,,,19981030,19990510, ,0, , ,0,3440, ,406,8946,GATWICK,DR,,,,M,GATWICK DR,GATWICK DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:49+00,3440,1970/01/01 00:00:00+00,,{8EB5B695-0F6B-418E-871B-A606F8420D5C},,2,P23,,127.65936515579
183,,20,K,138,K,19,K,139,K, , ,U,,,19960409, , ,0,7888, ,3,2140,02670,268,3242,CULHAM,ST,,,,M,CULHAM ST,CULHAM ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:50+00,2140,1970/01/01 00:00:00+00,,{5DF001FF-5935-4FC4-B8AE-58DBC337CD81},,1,Z8,,447.588052804339
184,,1354,K,1378,K,1355,K,1379,K, , ,U,,,19960409, , ,0,7902, ,3,2141,02590,839,3224,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:50+00,2141,1970/01/01 00:00:00+00,,{D44482DE-2F7A-4339-BC20-66DBBB0B7C40},,1,Z8,,85.0806317087693
185,W,160,K,226,K,161,K,227,K, , ,4,,,19960409, , ,0,6420, ,3,2142,02600,729,3271,MCCRANEY,ST,,,W,M,MCCRANEY ST W,MCCRANEY ST W,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:51+00,2142,1970/01/01 00:00:00+00,,{08C3F643-2F3C-4C21-AD96-F290983EB597},,1,Z8,,321.711919917864
186,W,92,K,158,K,93,K,159,K, , ,4,,,19960409,20010223, ,0,7913, ,3,2143,02612,729,3214,MCCRANEY,ST,,,W,M,MCCRANEY ST W,MCCRANEY ST W,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:47:52+00,2143,1970/01/01 00:00:00+00,,{98221EBA-1371-4C38-94AC-3718BDAAA7CF},,2,Z8,,257.816471948951
187,,1300,K,1322,K,1301,K,1323,K, , ,U,,,19960409,20010223, ,0,6147, ,3,2144,11860,989,3243,ROYLEN,RD,,,,M,ROYLEN RD,ROYLEN RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:28+00,2144,1970/01/01 00:00:00+00,,{89EB1911-CFF1-4E0A-9E5C-7895219071E2},,2,P16,,88.311390788741
188,,1324,K,1398,K,1325,K,1399,K, , ,U,,,19960409,20010223, ,0,7900, ,3,2145,11860,989,3228,ROYLEN,RD,,,,M,ROYLEN RD,ROYLEN RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:29+00,2145,1970/01/01 00:00:00+00,,{F9CA0FBE-2ED9-4465-9122-EC58A6DCE16E},,2,P16,,340.087007017401
189,,120,K,140,K,121,K,141,K, , ,U,,,19960409,20010223, ,0,7901, ,3,2146,11870,954,3227,RIPLEY,CRT,,,,M,RIPLEY CRT,RIPLEY CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:29+00,2146,1970/01/01 00:00:00+00,,{B4A6CFDD-864D-4826-8E4E-FD92E05D70D4},,2,P16,,79.2341788427111
190,,2,K,14,K,1,K,15,K, , ,U,,,19960409,20010223, ,0,7972, ,3,2147,11880,830,3136,ORSETT,ST,,,,M,ORSETT ST,ORSETT ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 12:47:52+00,2147,1970/01/01 00:00:00+00,,{5F7BBE88-0110-4693-A5C6-514196763AE2},,2,P16,,88.8345746036407
191,,16,K,126,K,17,K,125,K, , ,U,,,19960409,19990216, ,0,7952, ,3,2147,11880,830,3168,ORSETT,ST,,,,M,ORSETT ST,ORSETT ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:13:30+00,2148,1970/01/01 00:00:00+00,,{FE7B83F7-0988-424A-8EC6-1AF16971BB63},,2,P16,,444.980680173348
192,,2,K,76,K,1,K,75,K, , ,U,,,19960409,19990216, ,0,7996, ,3,2149,11990,825,3107,ONSLOW,CRT,,,,M,ONSLOW CRT,ONSLOW CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:30+00,2149,1970/01/01 00:00:00+00,,{258F3FB4-4DD6-4951-8374-24B091AB51AA},,2,P16,,227.29897424336
193,,68,K,140,K,69,K,131,K, , ,U,,,19960409, , ,0,6421, ,3,2150,12000,747,3181,MILLER,RD,,,,M,MILLER RD,MILLER RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:22+00,2150,1970/01/01 00:00:00+00,,{5EAB8C91-C822-4E4D-8D29-8182E7689997},,1,Z8,,300.228939792047
194,,40,K,66,K,41,K,67,K, , ,U,,,19960409, , ,0,7998, ,3,2151,12010,747,3104,MILLER,RD,,,,M,MILLER RD,MILLER RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:13:31+00,2151,1970/01/01 00:00:00+00,,{5C422006-D62F-4010-9324-6381BC20CF64},,1,Z8,,130.802640718053
195,,1380,K,1404,K,1381,K,1403,K, , ,U,,,19960409, , ,0,7912, ,3,2152,02592,839,3215,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:56:23+00,2152,1970/01/01 00:00:00+00,,{E993FB16-EADA-47A1-B27B-AC1C6152845B},,2,Z8,,88.8217509057702
196,,90,K,158,K,101,K,159,K, , ,U,,,19960409,19990216, ,0,7924, ,3,2153,11980,803,3199,OAKDALE,DR,,,,M,OAKDALE DR,OAKDALE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:31+00,2153,1970/01/01 00:00:00+00,,{CD359EFE-6B8A-413C-82A5-D3C34B488BFF},,2,P16,,234.772901471354
197,,1406,K,1430,K,1405,K,1429,K, , ,U,,,19960409,20021203, ,0,5959, ,3,2154,02592,839,3200,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:56:23+00,2154,1970/01/01 00:00:00+00,,{8DB1BD05-77C9-4419-B5C1-EF604F8F9DEF},,2,Z8,,101.074554565511
198,,1432,K,1440,K,1431,K,1439,K, , ,U,,,19960409,20021203, ,0,5971, ,3,2155,02592,839,3182,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:56:24+00,2155,1970/01/01 00:00:00+00,,{A74FB92B-84F9-418C-9910-07F307251613},,2,Z8,,94.5800424985856
199,,144,K,198,K,145,K,197,K, , ,U,,,19960409,19990216, ,0,7034, ,3,2156,12020,702,3192,MANSFIELD,DR,,,,M,MANSFIELD DR,MANSFIELD DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:13:32+00,2156,1970/01/01 00:00:00+00,,{2B464A38-63BD-4BF3-A034-5E21FB4F20B5},,1,Z8,,183.733317922368
200,,186,K,238,K,187,K,239,K, , ,U,,,19960409, , ,0,6865, ,3,2157,11940,944,3186,RICHMOND,RD,,,,M,RICHMOND RD,RICHMOND RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:25+00,2157,1970/01/01 00:00:00+00,,{7B1C908D-F128-4FC7-83DD-5AF9F6491A67},,1,Z8,,192.318116903096
201,,150,K,184,K,151,K,185,K, , ,U,,,19960409,20010223, ,0,6871, ,3,2158,11950,944,3148,RICHMOND,RD,,,,M,RICHMOND RD,RICHMOND RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:53+00,2158,1970/01/01 00:00:00+00,,{A579E8B5-1F65-4915-A099-69C3155AD173},,1,Z8,,167.378862290177
203,,240,K,286,K,241,K,285,K, , ,U,,,19960409,20010223, ,0,6863, ,3,2160, ,944,3212,RICHMOND,RD,,,,M,RICHMOND RD,RICHMOND RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:25+00,2160,1970/01/01 00:00:00+00,,{469F2A41-8FC1-4484-A0D8-4ACE09781D07},,2,P16,,134.307618166007
204,,430,K,474,K,431,K,475,K, , ,U,,,19960409, , ,0,8044, ,3,1297,08530,244,3026,COPELAND,CRT,,,,M,COPELAND CRT,COPELAND CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:53+00,1297,1970/01/01 00:00:00+00,,{A0AE55E3-CED1-4964-8048-6BF81E20A78F},,2,P7,,233.011611443151
205,,326,K,340,K,325,K,339,K, , ,U,,,19960409, , ,0,8079, ,3,1298,08680,180,2958,CAREY,CRT,,,,M,CAREY CRT,CAREY CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:26+00,1298,1970/01/01 00:00:00+00,,{73B5EFE7-16ED-4B01-8BC4-68C42C20EF27},,2,P7,,88.7924167665697
206,,1137,K,1159,K,1138,K,1158,K, , ,U,,,19960409, , ,0,8068, ,3,1299,08670,181,2977,CAREY,RD,,,,M,CAREY RD,CAREY RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:26+00,1299,1970/01/01 00:00:00+00,,{88A78638-EF4D-488B-8589-7EDB1ED17B94},,2,P7,,154.975714444494
207,,240,K,248,K,241,K,249,K, , ,4,,,19960409, , ,0,6163, ,3,1300,02082,764,2997,MORRISON,RD,,,,M,MORRISON RD,MORRISON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,1,KLIVINGSTONE,2018/06/28 12:01:49+00,1300,1970/01/01 00:00:00+00,,{E9EC34EF-6C65-45CC-945C-0D8D5AFB10FE},,2,Z6,,45.8139546423267
208,,250,K,268,K,251,K,269,K, , ,4,,,19960409, , ,0,8065, ,3,1301,02082,764,2982,MORRISON,RD,,,,M,MORRISON RD,MORRISON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,1,KLIVINGSTONE,2018/06/28 12:01:49+00,1301,1970/01/01 00:00:00+00,,{8C987106-F644-486F-987A-5ED9D284A1F2},,2,Z6,,69.1087897327262
209,,2367,K,2403,K,2368,K,2404,K, , ,U,,,19960409,20010223, ,0,5669, ,3,1151,09840,281,2257,DEER RUN,AVE,,,,M,DEER RUN AVE,DEER RUN AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:22:58+00,1151,1970/01/01 00:00:00+00,,{592D04F8-FA9D-418D-8E61-36316CF484C6},,1,Z6,,175.437340874512
210,,326,K,462,K,327,K,465,K, , ,U,,,19960409, , ,0,5439, ,3,1152,09860,229,2243,CLAREMONT,CRES,,,,M,CLAREMONT CRES,CLAREMONT CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:27+00,1152,1970/01/01 00:00:00+00,,{8EBC1156-E303-465B-89DA-D57C85EFE625},,2,P5,,591.617630688798
211,,2031,K,2039,K,2030,K,2038,K, , ,4,,,19960409, , ,0,8313, ,3,1153,02130,288,2513,DEVON,RD,,,,M,DEVON RD,DEVON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:22:59+00,1153,1970/01/01 00:00:00+00,,{61574E61-B2D3-4A92-B687-B6DD8C944CA6},,2,Z6,,45.3928816554156
212,,2051,K,2113,K,2050,K,2114,K, , ,U,,,19960409, , ,0,8287, ,3,1154,09580,426,2556,GLENFOREST,CRES,,,,M,GLENFOREST CRES,GLENFOREST CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:31:00+00,1154,1970/01/01 00:00:00+00,,{9D6AB533-99AE-4D46-A5F0-9E540CB944C8},,2,P6,,450.691868631098
213,,320,K,348,K, ,K, ,K, , ,U,,,19960409,19990208, ,0,6217, ,3,1155,09520,882,2557,PINEHURST,DR,,,,M,PINEHURST DR,PINEHURST DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:27+00,1155,1970/01/01 00:00:00+00,,{CD7D32BC-A8BE-41D4-992C-023975B66726},,2,P6,,108.324995967598
214,,350,K,372,K, ,K, ,K, , ,U,,,19960409,19990208, ,0,8301, ,3,1156,09520,882,2529,PINEHURST,DR,,,,M,PINEHURST DR,PINEHURST DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:54+00,1156,1970/01/01 00:00:00+00,,{51438B37-4A62-4373-8B53-7D715E88A449},,2,P6,,121.066370116581
215,,318,K,318,K, ,K, ,K, , ,U,,,19960409,19990208, ,0,6215, ,3,1157,09520,882,2565,PINEHURST,DR,,,,M,PINEHURST DR,PINEHURST DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:54+00,1157,1970/01/01 00:00:00+00,,{39FA8824-D0FC-4C59-A5F6-9D3414532917},,2,P6,,35.8565251239091
216,,210,K,278,K,211,K,283,K, , ,U,,,19960409, , ,0,8255, ,3,1158,09550,320,2619,EASTCOURT,RD,,,,M,EASTCOURT RD,EASTCOURT RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:54+00,1158,1970/01/01 00:00:00+00,,{2B0635E4-0878-41D0-B422-DFB7B71458C6},,2,P6,,333.946385467773
217,, ,K, ,K,2094,K,2104,K, , ,U,,,19960409, , ,0,8256, ,3,1159,02220,333,2618,ELMHURST,AVE,,,,M,ELMHURST AVE,ELMHURST AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:55+00,1159,1970/01/01 00:00:00+00,,{C4686C43-1ACC-4F23-833F-F38265D4D12B},,1,Z6,,62.5934611491114
218,,2428,I,2490,I,2429,I,2491,I,,,U,,,,,,,,,,100268,,1566,0,SPRINGFOREST,DR,,,,M,SPRINGFOREST DR,SPRINGFOREST DR,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:55+00,100268,1970/01/01 00:00:00+00,,{DFF84080-E3C1-4809-B0E9-E5425A10C987},,2,P31,,284.907959567604
219,,328,I,340,I,327,I,339,I, , ,3,,,20030121,20030121, ,0, , ,0,4124, ,458,0,GREAT LAKES,BLVD,,,,M,GREAT LAKES BLVD,GREAT LAKES BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:22:59+00,4124,1970/01/01 00:00:00+00,,{7582BD47-3B06-4737-A81C-76FFCBD2974F},,2,Z1,,75.1207073883021
220,,374,I,384,I,373,I,383,I, , ,3,,,20030121,20030121, ,0, , ,0,4126, ,458,0,GREAT LAKES,BLVD,,,,M,GREAT LAKES BLVD,GREAT LAKES BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:23:00+00,4126,1970/01/01 00:00:00+00,,{D546F2FE-27C5-4851-A5E3-E04E8D4800BE},,2,Z1,,74.5400180102169
221,,286,I,350,I,287,K,351,I,,,U,,,,,,,,,,100270,,1209,0,TURNING LEAF,RD,,,,M,TURNING LEAF RD,TURNING LEAF RD,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:56+00,100270,1970/01/01 00:00:00+00,,{1663A3BC-EF90-4EBB-B934-0CAF72169353},,2,P1,,240.90219315441
223,,2342,K,2390,I,2341,I,2389,I,,,U,,,,,,,,,,100280,,1539,0,STONE GLEN,CRES,,,,M,STONE GLEN CRES,STONE GLEN CRES,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:56+00,100280,1970/01/01 00:00:00+00,,{C5382DA9-2AA5-4C31-AA7F-477BD6DA1831},,2,P29,,175.345860569925
224,,2328,I,2410,K,2329,I,2405,I,,,U,,,,,,,,,,100281,,1542,0,WOODSTOCK,TRAIL,,,,M,WOODSTOCK TRAIL,WOODSTOCK TRAIL,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:57+00,100281,1970/01/01 00:00:00+00,,{72DF1D14-381E-47A6-8F48-1F5FC4C57C78},,2,P29,,193.827871132907
225,,2068,I,2116,I,2067,I,2115,I,,,U,,,,,,,,,,100286,,1699,0,TOVELL,DR,,,,M,TOVELL DR,TOVELL DR,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:57+00,100286,1970/01/01 00:00:00+00,,{0317B89F-D75E-4302-903B-24506C6DEADB},,2,P29,,165.707618422653
226,,2058,I,2082,I,2059,I,2083,I,,,U,,,,,,,,,,100279,,1543,0,BARNBOARD,HOLLOW,,,,M,BARNBOARD HOLLOW,BARNBOARD HOLLOW,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:58+00,100279,1970/01/01 00:00:00+00,,{D2A0F99D-01F0-48EC-9E4C-C725212774C5},,2,P29,,84.260771933248
227,,2234,K,2318,K,2233,K,2315,I,,,U,,,,,,,,,,100278,,1539,0,STONE GLEN,CRES,,,,M,STONE GLEN CRES,STONE GLEN CRES,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:28+00,100278,1970/01/01 00:00:00+00,,{D02201F4-7BC6-4840-BA31-F531B73F3CCC},,2,P29,,278.326762508598
229,,432,K,448,K,433,K,449,K, , ,U,,,19960409,20010223, ,0,5451, ,3,138,09870,116,2208,BONNY MEADOW,RD,,,,M,BONNY MEADOW RD,BONNY MEADOW RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:28+00,138,1970/01/01 00:00:00+00,,{CD7AB12A-CB5A-4639-B145-227660205F7A},,2,P5,,86.5324575925115
230,,1433,K,1441,K,1434,K,1442,K, , ,U,,,19960409,20010223, ,0,6380, ,3,139,13480,497,2210,HARMSWORTH,SQ,,,,M,HARMSWORTH SQ,HARMSWORTH SQ,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:23:00+00,139,1970/01/01 00:00:00+00,,{559ABEEA-308E-4CF4-8590-ED66D0C64718},,1,Z9,,55.2604300008904
231,,2000,K,2092,K,2001,K,2091,K, , ,U,,,19960409,19990216, ,0,5776, ,3,2179,12560,713,3040,MARKLE,DR,,,,M,MARKLE DR,MARKLE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:29+00,2179,1970/01/01 00:00:00+00,,{8AA8882C-A5DB-4105-8A98-96DF79299B4F},,2,P24,,511.651433640875
232,,2068,K,2084,K,2069,K,2085,K, , ,4,,,19960409,20010223, ,0,6905, ,3,2180,12540,839,3024,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:23:01+00,2180,1970/01/01 00:00:00+00,,{AC5DE3F7-7181-476B-99B7-3287C7FC2435},,1,Z13,,69.5232834314488
233,W,140,K,216,K,141,K,217,K, , ,4,,,19960409,19990216, ,0,6912, ,3,2181,02710,958,3002,RIVER OAKS,BLVD,,,W,M,RIVER OAKS BLVD W,RIVER OAKS BLVD W,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:47:58+00,2181,1970/01/01 00:00:00+00,,{89CB8C74-4F4F-4C68-93A8-C30F0D6DE00E},,1,Z13,,295.748658025478
234,W,218,K,238,K,219,K,239,K, , ,4,,,19960409,20010223, ,0,6913, ,3,2182,02702,958,3000,RIVER OAKS,BLVD,,,W,M,RIVER OAKS BLVD W,RIVER OAKS BLVD W,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,O,,2,RDEAN,2017/11/28 12:47:59+00,2182,1970/01/01 00:00:00+00,,{A369FB12-5D0E-49B3-9819-5EDC635B27EE},,1,Z13,,101.871860535356
235,,2086,K,2094,K,2087,K,2093,K, , ,4,,,19960409,20010223, ,0,6054, ,3,2183,12540,839,3015,OXFORD,AVE,,,,M,OXFORD AVE,OXFORD AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:23:01+00,2183,1970/01/01 00:00:00+00,,{A043C203-80F0-485E-8DF2-AC9E6391DF6F},,1,Z13,,65.2550559417766
236,,2148,K,2158,K,2147,K,2159,K, , ,4,,,19960409,20010223, ,0,6904, ,3,2184,02690,768,3031,MUNN'S,AVE,,,,M,MUNN'S AVE,MUNN'S AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:23:02+00,2184,1970/01/01 00:00:00+00,,{F08A4BC2-89CD-4B15-938B-AAE640C4DC21},,1,Z13,,88.6902486794122
237,,130,K,210,K,131,K,209,K, , ,U,,,19960409,20010223, ,0,6900, ,3,2185,12550,726,3036,MAYLA,DR,,,,M,MAYLA DR,MAYLA DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:29+00,2185,1970/01/01 00:00:00+00,,{06E79F3F-9A08-4F3E-8FA1-1647907A8D4F},,2,P24,,363.526273812033
238,,210,K,280,K,211,K,281,K, , ,U,,,19960409, , ,0,6925, ,3,2186,12250,895,2962,POOLE,DR,,,,M,POOLE DR,POOLE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:59+00,2186,1970/01/01 00:00:00+00,,{1AB86B2B-0E75-49AE-8A2D-2408516892E7},,2,P25,,300.37238455764
239,,2172,K,2178,K,2173,K,2179,K, , ,4,,,19960409, , ,0,6926, ,3,2187,02692,768,2961,MUNN'S,AVE,,,,M,MUNN'S AVE,MUNN'S AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:23:02+00,2187,1970/01/01 00:00:00+00,,{9670A682-EBDB-4440-8D31-A02D8600208B},,1,Z13,,80.1557605486211
